"Bathymetry","DiffuseAttenuation","Oxygen","Distance.Shore","Landscape.Geomorphic.Features","Temperature.Max","Temperature.Min","River.Runoff","Salinity","Seawater.Speed","Slope","Wave.Fetch","OrganicCarbon","OrganicCarbonPredicted"
16.1819972991943,0.379322558641434,318.997161865234,0.0404206104576588,"Shelf",18.0854892730713,2.52960515022278,297,23.2001762390137,0.0961948111653328,0.164549335837364,5748.24072265625,1.29045626421407,0.601806824365083
12.4901418685913,0.2794409096241,319.283325195312,0.0190841108560562,"Shelf",18.2770309448242,2.30579304695129,300.878082275391,22.5931835174561,0.0956540554761887,0.160913497209549,4694.677734375,-0.0833816089390509,-0.00365346410765092
13.2417478561401,0.285342544317245,319.104431152344,0.0236549396067858,"Shelf",18.253475189209,2.31949830055237,298.645660400391,22.6807270050049,0.0951137691736221,0.14028137922287,4596.2041015625,1.12539331134575,0.00274682534774349
13.6766719818115,0.262514859437943,310.003753662109,0.0134416874498129,"Shelf",18.5520458221436,2.38010454177856,268.278411865234,25.1439228057861,0.0634884685277939,0.746433615684509,676.489196777344,-0.556287997842748,0.391990574752628
16.2720069885254,0.262832820415497,309.996826171875,0.0228237677365541,"Shelf",18.5517425537109,2.38025164604187,275.017578125,25.1439609527588,0.0634523257613182,0.250927031040192,579.390258789062,1.09048410621757,0.757473298750039
7.02064278348281,0.205131824000788,313.363828553215,0,"Shelf",18.5029804062425,2.32013454041089,324.561452118976,24.382313514729,0.0797673388647734,0.869653875182098,149.391281837428,0.970778917158225,1.45124497873654
8.2756247611756,0.20496618164515,313.37532509271,0,"Shelf",18.5027086395919,2.31993586259733,325.776888920862,24.3792919023054,0.0798264940391864,1.00070027075267,142.504042536691,1.41098697371026,1.42810363622398
8.75436782836914,0.266419410705566,314.239410400391,0.0764056369662285,"Shelf",17.9716606140137,2.53533720970154,297,22.6179046630859,0.0824979692697525,0.148011311888695,13530.080078125,-0.385662480811985,-1.44066800107417
14.252236366272,0.262791633605957,309.997436523438,0.0210066847503185,"Shelf",18.5517749786377,2.38023853302002,273.18115234375,25.1439666748047,0.0634576231241226,0.100194029510021,643.762939453125,1.11103480866667,0.761970711872491
15.5504188537598,0.279805719852448,312.479217529297,0.0957132875919342,"Shelf",17.2800579071045,3.11442089080811,297,25.1013126373291,0.0742424950003624,0.0772720724344254,12646.927734375,0.874947768339773,-0.272332713283696
0.817006230354309,0.383501768112183,317.387176513672,0.00564244342967868,"Shelf",19.4353523254395,1.75368905067444,218.679306030273,19.5189037322998,0.149621054530144,0.906367182731628,1366.81994628906,2.034596709443,0.527598232139901
7.59165620803833,0.273810178041458,287.056549072266,5.9272053931636e-10,"Shelf",19.244686126709,2.53120493888855,503,31.6189002990723,0.104567334055901,0.387183219194412,908.205871582031,1.19694818938897,0.471295645174143
3.4952712059021,0.26453372836113,318.533874511719,0.0197281669825315,"Shelf",19.6349048614502,1.47684216499329,209.156784057617,19.32861328125,0.102649748325348,0.0908301994204521,1553.41442871094,1.73185218265775,0.0119683114797827
4.92179012298584,0.44838485121727,325.252655029297,0.0289076529443264,"Shelf",19.2541732788086,2.09042644500732,421.756042480469,18.4226016998291,0.0879881158471107,0.124702677130699,3294.24267578125,1.0170406349743,0.709621734107469
1.93106687068939,0.239331498742104,319.117248535156,0.0046179429627955,"Shelf",18.7727661132812,2.04188990592957,428.566528320312,19.6246128082275,0.080558605492115,0.644247770309448,1256.81860351562,1.31567679390594,0.105258388958887
5.68114900588989,0.242577642202377,319.114959716797,0.0114037711173296,"Shelf",18.7766819000244,2.03839087486267,410.264526367188,19.6304168701172,0.0801576748490334,0.615458607673645,1620.00415039062,1.57856624876701,-0.112963447021519
2.24186944961548,0.294293493032455,286.81640625,0.0157154835760593,"Shelf",19.2836380004883,2.54695987701416,503,31.4607543945312,0.103948056697845,0.0629700645804405,592.011657714844,0.940983344464527,0.947451745018804
2,0.33586996793747,285.740753173828,0.0443772822618484,"Shelf",18.8722133636475,2.85507535934448,515.064025878906,32.0557060241699,0.165838345885277,6.21202093474514e-18,3890.8984375,0.242946178610389,0.680143810939484
2,0.393681228160858,285.156188964844,0.0317209474742413,"Shelf",18.8208923339844,2.86374545097351,514,32.084300994873,0.157463103532791,1.2424040215129e-17,7242.650390625,0.562468856917829,1.03169133525605
8.32851441315712,0.204960800673493,313.375699081885,0,"Shelf",18.5026998940795,2.31992939357325,325.813918419971,24.3791940255161,0.0798284081889503,1.00564240208387,142.290944733015,0.808705521194218,1.42810363622398
4.06285953521729,0.275558173656464,289.105621337891,0.00559664657339454,"Shelf",18.2743053436279,3.23864054679871,459.907836914062,32.7270889282227,0.204352900385857,1.35751259326935,647.649475097656,1.9786999718783,0.448516635567329
14.7299137115479,0.276459574699402,289.246185302734,0.00737136136740446,"Shelf",18.2727165222168,3.24102902412415,459.126586914062,32.7305717468262,0.204637616872787,1.19621169567108,529.867431640625,2.2170272046324,0.667205948808036
